샘키즈,,,,NNP,*,F,샘키즈,*,*,*,*
레이캅,,,,NNP,*,T,레이캅,*,*,*,*
쌍둥이,,,,NNP,*,F,쌍둥이,*,*,*,*
베어파우,,,,NNP,*,F,베어파우,*,*,*,*
밍크뮤,,,,NNP,*,F,밍크뮤,*,*,*,*
마마스앤파파스,,,,NNP,*,F,마마스앤파파스,Compound,*,*,마마스/NNP/*+앤/NNP/*+파파스/NNP/*
영양왕,,,,NNP,*,T,영양왕,*,*,*,*
멀버리,,,,NNP,*,F,멀버리,*,*,*,*
푸퍼,,,,NNP,*,F,푸퍼,*,*,*,*
핑크퐁,,,,NNP,*,T,핑크퐁,*,*,*,*
아이팟,,,,NNP,*,T,아이팟,*,*,*,*
앱솔루트,,,,NNP,*,F,앱솔루트,*,*,*,*
방수요,,,,NNP,*,F,방수요,*,*,*,*
매직기,,,,NNG,*,F,매직기,Compound,*,*,매직/NNG/*+기/NNG/*
텔레비젼,,,,NNP,*,T,텔레비젼,*,*,*,*
포터리반,,,,NNP,*,T,포터리반,*,*,*,*
마니또,,,,NNP,*,F,마니또,*,*,*,*
루이비똥,,,,NNP,*,T,루이비똥,*,*,*,*
선그라스,,,,NNP,*,F,선그라스,*,*,*,*
아토팜,,,,NNP,*,T,아토팜,*,*,*,*
십자수,,,,NNP,*,F,십자수,*,*,*,*
거꾸리,,,,NNP,*,F,거꾸리,*,*,*,*
스펙트라,,,,NNP,*,F,스펙트라,*,*,*,*
노발락,,,,NNP,*,T,노발락,*,*,*,*
뉴발,,,,NNP,*,T,뉴발,*,*,*,*
우크렐레,,,,NNP,*,F,우크렐레,*,*,*,*
각시밀,,,,NNP,*,T,각시밀,*,*,*,*
네파,,,,NNP,*,F,네파,*,*,*,*
무스너클,,,,NNP,*,T,무스너클,*,*,*,*
맥시코시,,,,NNP,*,F,맥시코시,*,*,*,*
트니트니,,,,NNP,*,F,트니트니,*,*,*,*
수납함,,,,NNG,*,T,수납함,Compound,*,*,수납/NNG/*+함/NNG/*
엔틱,,,,NNP,*,T,엔틱,*,*,*,*
요야,,,,NNP,*,F,요야,*,*,*,*
푸고,,,,NNP,*,F,푸고,*,*,*,*
에어로치노,,,,NNP,*,F,에어로치노,*,*,*,*
네블라이저,,,,NNP,*,F,네블라이저,*,*,*,*
도자기,,,,NNP,*,F,도자기,*,*,*,*
립밤,,,,NNP,*,T,립밤,*,*,*,*
레쉬가드,,,,NNP,*,F,레쉬가드,*,*,*,*
이지핏,,,,NNP,*,T,이지핏,*,*,*,*
삼각대,,,,NNP,*,F,삼각대,*,*,*,*
사다리,,,,NNP,*,F,사다리,*,*,*,*
레드향,,,,NNP,*,T,레드향,*,*,*,*
코코몽,,,,NNP,*,T,코코몽,*,*,*,*
베리떼,,,,NNP,*,F,베리떼,*,*,*,*
레카로,,,,NNP,*,F,레카로,*,*,*,*
끌로에,,,,NNP,*,F,끌로에,*,*,*,*
미피,,,,NNP,*,F,미피,*,*,*,*
보니,,,,NNP,*,F,보니,*,*,*,*
나인웨스트,,,,NNP,*,F,나인웨스트,*,*,*,*
이발기,,,,NNG,*,F,이발기,Compound,*,*,이발/NNG/*+기/NNG/*
맛사지,,,,NNP,*,F,맛사지,*,*,*,*
오볼,,,,NNP,*,T,오볼,*,*,*,*
리클라이너,,,,NNP,*,F,리클라이너,*,*,*,*
누페이스,,,,NNP,*,F,누페이스,*,*,*,*
카터스,,,,NNP,*,F,카터스,*,*,*,*
쏘렐,,,,NNP,*,T,쏘렐,*,*,*,*
보냉,,,,NNP,*,T,보냉,*,*,*,*
메트리스,,,,NNP,*,F,메트리스,*,*,*,*
리리코스,,,,NNP,*,F,리리코스,*,*,*,*
미러리스,,,,NNP,*,F,미러리스,*,*,*,*
햇님토이,,,,NNP,*,F,햇님토이,*,*,*,*
리엔케이,,,,NNP,*,F,리엔케이,*,*,*,*
유키두,,,,NNP,*,F,유키두,*,*,*,*
수학도둑,,,,NNP,*,T,수학도둑,*,*,*,*
핫슬링,,,,NNP,*,T,핫슬링,*,*,*,*
데쌍트,,,,NNP,*,F,데쌍트,*,*,*,*
허그붕붕,,,,NNP,*,T,허그붕붕,*,*,*,*
삐뽀삐뽀,,,,NNP,*,F,삐뽀삐뽀,*,*,*,*
볼,,,,NNP,*,T,볼,*,*,*,*
아이나비,,,,NNP,*,F,아이나비,*,*,*,*
마마스,,,,NNP,*,F,마마스,*,*,*,*
삼국유사,,,,NNP,*,F,삼국유사,*,*,*,*
후리스,,,,NNP,*,F,후리스,*,*,*,*
유피스,,,,NNP,*,F,유피스,*,*,*,*
루이뷔통,,,,NNP,*,T,루이뷔통,*,*,*,*
팬디,,,,NNP,*,F,팬디,*,*,*,*
하이베베,,,,NNP,*,F,하이베베,*,*,*,*
인스탁스,,,,NNP,*,F,인스탁스,*,*,*,*
야리따이,,,,NNP,*,F,야리따이,*,*,*,*
잠수네,,,,NNP,*,F,잠수네,*,*,*,*
에뜨로,,,,NNP,*,F,에뜨로,*,*,*,*
만년필,,,,NNP,*,T,만년필,*,*,*,*
러브캣,,,,NNP,*,T,러브캣,*,*,*,*
5s,,,,SL,*,F,5s,*,*,*,*
런투리드,,,,NNP,*,F,런투리드,*,*,*,*
네버랜드,,,,NNP,*,F,네버랜드,*,*,*,*
책시루,,,,NNP,*,F,책시루,*,*,*,*
브레오,,,,NNP,*,F,브레오,*,*,*,*
닥터링,,,,NNP,*,T,닥터링,*,*,*,*
